blk_no,postal_code,entity_id,latitude,longitude,hawker_centre_name,hawker_centre_type,hawker_centre_postal_code,hawker_centre_location,hawker_centre_latitude,hawker_centre_longitude,euclidean_distance_to_nearest_hawker_centre_km,nearest_hawker_centre_estimated_walking_km,walking_time_to_nearest_hawker_centre_mins
474,520474,6120,1.3599650557118255,103.952749818737,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,1.8332,2.1999,27.5
314,650314,5245,1.3603087755576826,103.7469386386232,Blk 254 Jurong East Street 24,MHC,600254,"Blk 254, Jurong East Street 24, S(600254)",1.3434881256069369,103.73773840345983,2.1341,2.561,32.01
331,611331,3351,1.3380898962221381,103.72347300966905,Taman Jurong Market & Food Centre,MHC,618499,"3, Yung Sheng Road, S(618499)",1.3345893785047198,103.72151991984624,0.4462,0.5354,6.69
7,320007,4130,1.3236366341642736,103.85903009600321,Blk 90 Whampoa Drive,MHC,320090,"Blk 90, Whampoa Drive, S(320090)",1.3230640283908381,103.8549950810287,0.4536,0.5443,6.8
219A,691219,11051218,1.3591800684834245,103.73063997362901,Blk 347 Jurong East Ave 1,MHC,600347,"Blk 347, Jurong East Ave 1, S(600347)",1.3451881120087776,103.73114480619329,1.5586,1.8703,23.38
220A,691220,11051219,1.3590239328982623,103.7299398636413,Blk 347 Jurong East Ave 1,MHC,600347,"Blk 347, Jurong East Ave 1, S(600347)",1.3451881120087776,103.73114480619329,1.546,1.8552,23.19
910,530910,3014,1.378852480979721,103.88282674251884,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,2.2298,2.6757,33.45
238B,692238,13010,1.3617455480064402,103.73285022004339,Blk 347 Jurong East Ave 1,MHC,600347,"Blk 347, Jurong East Ave 1, S(600347)",1.3451881120087776,103.73114480619329,1.8529,2.2235,27.79
237B,692237,13011,1.3612748001728805,103.73265895438378,Blk 347 Jurong East Ave 1,MHC,600347,"Blk 347, Jurong East Ave 1, S(600347)",1.3451881120087776,103.73114480619329,1.7987,2.1584,26.98
390,650390,9785,1.3653497819582154,103.75250749670457,Blk 254 Jurong East Street 24,MHC,600254,"Blk 254, Jurong East Street 24, S(600254)",1.3434881256069369,103.73773840345983,2.9367,3.524,44.05
572A,731572,11255,1.4309576404913453,103.78954287322449,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,1.9694,2.3633,29.54
497B,521497,3065,1.358799861871758,103.95813533439882,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,2.0993,2.5192,31.49
315,820315,10271,1.4079434132569293,103.89694326375995,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,5.5724,6.6869,83.59
834,530834,7750,1.370023879258545,103.88981152857039,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,1.2876,1.5451,19.31
520,530520,9774,1.3734846782065329,103.89013705744578,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,1.6662,1.9995,24.99
618,470618,5628,1.3330701480519516,103.91702168015789,Blk 630 Bedok Reservoir Road,MHC,470630,"Blk 630, Bedok Reservoir Road, S(470630)",1.333159291179886,103.91405397906551,0.3304,0.3965,4.96
145A,411145,12680,1.3339653205275253,103.91147030369389,Blk 630 Bedok Reservoir Road,MHC,470630,"Blk 630, Bedok Reservoir Road, S(470630)",1.333159291179886,103.91405397906551,0.3012,0.3615,4.52
470C,793470,9827,1.396230075992929,103.87992012601936,Blk 527 Ang Mo Kio Ave 10,MHC,560527,"Blk 527, Ang Mo Kio Ave 10, S(560527)",1.372772089820446,103.85445796431361,3.8534,4.6241,57.8
633,650633,7688,1.3491590657857848,103.75106444286236,Blk 254 Jurong East Street 24,MHC,600254,"Blk 254, Jurong East Street 24, S(600254)",1.3434881256069369,103.73773840345983,1.6118,1.9342,24.18
145,470145,1003,1.3342448025974996,103.91213418091225,Blk 630 Bedok Reservoir Road,MHC,470630,"Blk 630, Bedok Reservoir Road, S(470630)",1.333159291179886,103.91405397906551,0.2455,0.2946,3.68
556,680556,11661,1.3957818495269898,103.74380827018057,Blk 347 Jurong East Ave 1,MHC,600347,"Blk 347, Jurong East Ave 1, S(600347)",1.3451881120087776,103.73114480619329,5.8057,6.9669,87.09
158,760158,1214,1.4323791642885775,103.8344891639212,Chong Pang Market & Food Centre,MHC,760104,"Blk 104/105, Yishun Ring Road, S(760104/760105)",1.431526731266786,103.82841986163255,0.6821,0.8185,10.23
774,760774,1718,1.4235612003531717,103.83203520263974,Chong Pang Market & Food Centre,MHC,760104,"Blk 104/105, Yishun Ring Road, S(760104/760105)",1.431526731266786,103.82841986163255,0.9737,1.1685,14.61
888,730888,9358,1.4377282766533015,103.79537683842435,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,2.144,2.5727,32.16
176,640176,939,1.3473835182336706,103.7098800767209,Blks 221 A/B Boon Lay Place,MHC,641221,"Blk 221A/B, Boon Lay Place, S(641221/642221)",1.34522406539603,103.71280068325645,0.4043,0.4851,6.06
51,440051,4163,1.3063192962783452,103.91619039225674,Blk 50A Marine Terrace,MHC,441050,"Blk 50A, Marine Terrace, S(441050)",1.3057297369080327,103.91573703958302,0.0828,0.0993,1.24
204,120204,11167,1.3209685608438149,103.76323894970739,Blk 448 Clementi Ave 3,MHC,120448,"Blk 448, Clementi Ave 3, S(120448)",1.3133196935787859,103.76451719342104,0.8633,1.0359,12.95
170,540170,12999,1.3862903736180612,103.90846940450334,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,3.9236,4.7083,58.85
25,090025,5207,1.2763379562919683,103.81919712744792,Blk 11 Telok Blangah Crescent,MHC,90011,"Blk 11, Telok Blangah Crescent, S(090011)",1.277366898695681,103.81864170498996,0.1302,0.1562,1.95
206,680206,10413,1.3806551721504974,103.74841538438977,Blk 254 Jurong East Street 24,MHC,600254,"Blk 254, Jurong East Street 24, S(600254)",1.3434881256069369,103.73773840345983,4.3047,5.1656,64.57
95B,152095,11052254,1.2869676796151757,103.82167386488953,Blk 115 Bukit Merah View,MHC,151115,"Blk 115, Bukit Merah View, S(151115)",1.2855044646985814,103.82182326169784,0.1637,0.1965,2.46
45,310045,11054723,1.3358245950669754,103.8538877272334,Blk 75 Toa Payoh Lorong 5,HC,310075,"Blk 75, Lorong 5 Toa Payoh, S(310075)",1.3360207658096421,103.85295699066083,0.1059,0.127,1.59
690,530690,4458,1.376786849263734,103.88571617468983,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,1.9711,2.3653,29.57
581,530581,11051148,1.3794946017170162,103.88699246369629,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,2.2745,2.7294,34.12
569B,732569,11195,1.43041297018515,103.78940764917803,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,2.0021,2.4025,30.03
233A,541233,627,1.3893271669155192,103.90094599012866,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,3.7524,4.5029,56.29
414B,792414,9731,1.3900468470587526,103.87969845491087,Chomp Chomp Food Centre,HC,557269,"20, Kensington Park Road, S(557269)",1.3642325151486436,103.8665270206699,3.2259,3.8711,48.39
673,640673,8937,1.3442696312385,103.70057018029311,Blks 221 A/B Boon Lay Place,MHC,641221,"Blk 221A/B, Boon Lay Place, S(641221/642221)",1.34522406539603,103.71280068325645,1.3653,1.6383,20.48
855,730855,12823,1.4401675815365085,103.79306648673023,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,1.8275,2.193,27.41
117A,541117,495,1.383271079086772,103.90256568852196,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,3.2597,3.9117,48.9
301D,544301,5307,1.388459348154108,103.89142689701814,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,3.3243,3.9891,49.86
259B,822259,9466,1.4039675863822871,103.89524488765734,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,5.1,6.1201,76.5
47,210047,11052544,1.3148509317313664,103.85015227644111,Pek Kio Market & Food Centre,MHC,211041,"Blk 41A, Cambridge Road, S(211041)",1.3161599942339943,103.85022513135027,0.146,0.1751,2.19
6,081006,4757,1.2766889352836857,103.84308966911276,Blk 6 Tanjong Pagar Plaza,MHC,81006,"Blk 6, Tanjong Pagar Plaza, S(081006)",1.2766146495507629,103.8431670298766,0.0119,0.0143,0.18
116,760116,2017,1.4351101455805466,103.82816345197249,Chong Pang Market & Food Centre,MHC,760104,"Blk 104/105, Yishun Ring Road, S(760104/760105)",1.431526731266786,103.82841986163255,0.3999,0.4799,6.0
867,730867,6002,1.4422071471567453,103.79306259968719,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,1.7961,2.1553,26.94
545,670545,3718,1.3817545304222232,103.76351852262046,Bukit Timah Market,MHC,588215,"51, Upper Bukit Timah Road, S(588215)",1.3394524205511975,103.77600731109843,4.9099,5.8919,73.65
45,100045,4539,1.2720773867142232,103.80950548889608,Blk 79 Telok Blangah Drive,HC,100079,"Blk 79, Telok Blangah Drive, S(100079)",1.273364906455979,103.80762158884359,0.254,0.3048,3.81
13,590013,8414,1.3387824439763116,103.77253537110738,Bukit Timah Market,MHC,588215,"51, Upper Bukit Timah Road, S(588215)",1.3394524205511975,103.77600731109843,0.3935,0.4722,5.9
180,650180,8379,1.3456288162703145,103.74285407936904,Blk 254 Jurong East Street 24,MHC,600254,"Blk 254, Jurong East Street 24, S(600254)",1.3434881256069369,103.73773840345983,0.6172,0.7406,9.26
818,730818,11911,1.441696410602911,103.79015607033824,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,1.48,1.776,22.2
447,650447,11054089,1.3526756966084599,103.73973041196939,Blk 254 Jurong East Street 24,MHC,600254,"Blk 254, Jurong East Street 24, S(600254)",1.3434881256069369,103.73773840345983,1.0465,1.2558,15.7
162A,821162,6994,1.3965158195193372,103.914249433235,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,5.2161,6.2594,78.24
124,470124,2382,1.3326722032677873,103.9102095517596,Blk 630 Bedok Reservoir Road,MHC,470630,"Blk 630, Bedok Reservoir Road, S(470630)",1.333159291179886,103.91405397906551,0.4313,0.5175,6.47
48,151048,475,1.2871962242602102,103.8109595333388,ABC Brickworks Market & Food Centre,MHC,150006,"Blk 6, Jalan Bukit Merah, S(150006)",1.2869527547026849,103.80812801459288,0.3163,0.3795,4.74
239,530239,4067,1.3561959156617278,103.89037736550439,Blk 105 Hougang Ave 1,MHC,530105,"Blk 105, Hougang Ave 1, S(530105)",1.353847276305833,103.89009415456503,0.2633,0.316,3.95
554,460554,7528,1.3326539394232544,103.92824836876102,Blk 511 Bedok North Street 3,MHC,460511,"Blk 511, Bedok North Street 3, S(460511)",1.3330094778822423,103.93045597164073,0.2489,0.2986,3.73
134,820134,3309,1.3924859636137226,103.91017755675092,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,4.5861,5.5033,68.79
120,519118,5155,1.3826964686292975,103.94517130391388,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,4.1256,4.9508,61.88
17B,092017,7524,1.277272552774748,103.8219263868762,Blk 11 Telok Blangah Crescent,MHC,90011,"Blk 11, Telok Blangah Crescent, S(090011)",1.277366898695681,103.81864170498996,0.3657,0.4389,5.49
146,140146,3675,1.2939054901442444,103.80446416662053,Blk 159 Mei Chin Road,MHC,140159,"Blk 159, Mei Chin Road, S(140159)",1.2932362498459655,103.80290387775311,0.189,0.2267,2.83
266,570266,10429,1.3580091035763593,103.84213372683358,Blk 320 Shunfu Road,MHC,570320,"Blk 320, Shunfu Road, S(570320)",1.3520255628362494,103.83696451400358,0.8801,1.0561,13.2
487A,671487,7637,1.3893741912113113,103.77107402188608,Bukit Timah Market,MHC,588215,"51, Upper Bukit Timah Road, S(588215)",1.3394524205511975,103.77600731109843,5.5843,6.7012,83.77
11,519218,4029,1.380737782497965,103.94366396503462,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,3.9086,4.6903,58.63
532,640532,11054400,1.349135991005993,103.71601875049623,Blk 505 Jurong West Street 52,MHC,640505,"Blk 505, Jurong West Street 52, S(640505)",1.3496572879772837,103.71844368450239,0.276,0.3312,4.14
702,560702,8958,1.3698176250408123,103.84759017909086,Blk 724 Ang Mo Kio Ave 6,MHC,560724,"Blk 724, Ang Mo Kio Ave 6, S(560724)",1.3721725844378232,103.84651031249359,0.2884,0.3461,4.33
352,610352,8251,1.3394546654449955,103.72021460420656,Taman Jurong Market & Food Centre,MHC,618499,"3, Yung Sheng Road, S(618499)",1.3345893785047198,103.72151991984624,0.5607,0.6729,8.41
580,530580,4915,1.3788578566931493,103.8868118441643,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,2.2029,2.6434,33.04
86A,101086,6651,1.2769776878380619,103.80838047232312,Blk 82 Telok Blangah Drive,MK,100082,"Blk 82, Telok Blangah Drive, S(100082)",1.2738912107264204,103.80790065266949,0.3477,0.4173,5.22
293,820293,6313,1.4031793353708304,103.90493722351407,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,5.3396,6.4075,80.09
417,460417,6260,1.327576204526924,103.93048186327982,Blk 208B New Upper Changi Road,HC,462208,"Blk 208B, New Upper Changi Road, S(462208)",1.324818168664196,103.93054429749219,0.3071,0.3685,4.61
431,530431,3598,1.3756087416226273,103.89309468710127,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,1.9994,2.3993,29.99
698B,642698,11051258,1.3407322483215671,103.70752782587817,Blks 221 A/B Boon Lay Place,MHC,641221,"Blk 221A/B, Boon Lay Place, S(641221/642221)",1.34522406539603,103.71280068325645,0.771,0.9252,11.56
564A,511564,12850,1.3687896500698709,103.94952359378897,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,2.6341,3.1609,39.51
707,120707,12354,1.3062829868621326,103.76240111221966,Blk 726 Clementi West Street 2,MHC,120726,"Blk 726, Clementi West Street 2, S(120726)",1.3038107392121832,103.76425075430964,0.3437,0.4124,5.16
158,610158,2580,1.3288032810184618,103.72239480482254,Taman Jurong Market & Food Centre,MHC,618499,"3, Yung Sheng Road, S(618499)",1.3345893785047198,103.72151991984624,0.6514,0.7817,9.77
445A,121445,11054871,1.3127962296429625,103.76417306922629,Blk 448 Clementi Ave 3,MHC,120448,"Blk 448, Clementi Ave 3, S(120448)",1.3133196935787859,103.76451719342104,0.0697,0.0837,1.05
471,670471,7071,1.3882898762888691,103.77289639900259,Bukit Timah Market,MHC,588215,"51, Upper Bukit Timah Road, S(588215)",1.3394524205511975,103.77600731109843,5.4476,6.5371,81.71
877,760877,12198,1.4139020595369036,103.835439679065,Chong Pang Market & Food Centre,MHC,760104,"Blk 104/105, Yishun Ring Road, S(760104/760105)",1.431526731266786,103.82841986163255,2.1118,2.5341,31.68
463,560463,9718,1.3668810286351112,103.85753214327205,Blk 453A Ang Mo Kio Ave 10,MHC,561453,"Blk 453A, Ang Mo Kio Ave 10, S(561453)",1.3682513033780996,103.85630867728055,0.2045,0.2454,3.07
400A,791400,12733,1.3898922881611975,103.87041764363653,Blk 527 Ang Mo Kio Ave 10,MHC,560527,"Blk 527, Ang Mo Kio Ave 10, S(560527)",1.372772089820446,103.85445796431361,2.6051,3.1262,39.08
777,760777,11055170,1.4220166123330678,103.8343085818174,Chong Pang Market & Food Centre,MHC,760104,"Blk 104/105, Yishun Ring Road, S(760104/760105)",1.431526731266786,103.82841986163255,1.2451,1.4941,18.68
56,100056,5995,1.2742497841986835,103.81241936488121,Blk 82 Telok Blangah Drive,MK,100082,"Blk 82, Telok Blangah Drive, S(100082)",1.2738912107264204,103.80790065266949,0.5045,0.6054,7.57
354,680354,11544,1.3825983785690834,103.74365101000393,Blk 347 Jurong East Ave 1,MHC,600347,"Blk 347, Jurong East Ave 1, S(600347)",1.3451881120087776,103.73114480619329,4.3909,5.2691,65.86
17,080017,7078,1.2738351932459395,103.83983153890694,Blk 6 Tanjong Pagar Plaza,MHC,81006,"Blk 6, Tanjong Pagar Plaza, S(081006)",1.2766146495507629,103.8431670298766,0.4833,0.5799,7.25
108,650108,7874,1.3473491149001415,103.74656803839599,Blk 254 Jurong East Street 24,MHC,600254,"Blk 254, Jurong East Street 24, S(600254)",1.3434881256069369,103.73773840345983,1.0725,1.287,16.09
8,680008,10708,1.3806804446101577,103.75467803315874,Blk 254 Jurong East Street 24,MHC,600254,"Blk 254, Jurong East Street 24, S(600254)",1.3434881256069369,103.73773840345983,4.5492,5.4591,68.24
158,530158,8002,1.3516222240144322,103.8803648645156,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,1.0445,1.2534,15.67
668D,644668,3013,1.341381393041642,103.70299368955187,Blks 221 A/B Boon Lay Place,MHC,641221,"Blk 221A/B, Boon Lay Place, S(641221/642221)",1.34522406539603,103.71280068325645,1.1722,1.4067,17.58
532,460532,2643,1.3339557563082556,103.92526236779936,Blk 538 Bedok North Street 3,MHC,460538,"Blk 538, Bedok North Street 3, S(460538)",1.3320672671941451,103.92462132065832,0.222,0.2664,3.33
336,610336,4204,1.338615936651053,103.72339063960398,Taman Jurong Market & Food Centre,MHC,618499,"3, Yung Sheng Road, S(618499)",1.3345893785047198,103.72151991984624,0.4942,0.5931,7.41
717B,732717,11054247,1.441361973760368,103.79864937720406,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,2.4236,2.9083,36.35
523C,523523,11055747,1.359956571854568,103.93888116410004,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,1.7172,2.0606,25.76
211D,824211,9284,1.40100059079831,103.89920902277105,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,4.8904,5.8685,73.36
498J,527498,2847,1.363292857429204,103.95688239906413,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,2.3922,2.8707,35.88
514A,571514,7918,1.3507958447096051,103.85059444463226,Blk 210 Toa Payoh Lorong 8,MHC,310210,"Blk 210, Lorong 8 Toa Payoh, S(310210)",1.340252082146037,103.85433383564761,1.2453,1.4944,18.68
256A,541256,8159,1.39362842710863,103.89951006859154,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,4.1267,4.9521,61.9
372,520372,7971,1.3565202029500114,103.95811355925737,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,1.9289,2.3147,28.93
221B,462221,9045,1.3251026942140218,103.93450621996664,Blk 216 Bedok North Street 1,MHC,460216,"Blk 216, Bedok North Street 1, S(460216)",1.3270624613393363,103.93322162831844,0.2608,0.313,3.91
88,141088,6050,1.3016163266171796,103.7982687111813,Tanglin Halt Market,MHC,148813,"48A, Tanglin Halt Road, S(148813)",1.3005580755321065,103.79771938298933,0.1327,0.1593,1.99
233,570233,4826,1.3585607060343559,103.84552931781941,Blk 341 Ang Mo Kio Ave 1,MHC,560341,"Blk 341, Ang Mo Kio Ave 1, S(560341)",1.363845167386306,103.84806730049579,0.6526,0.7831,9.79
